,regime,ratio,position
2014-01-23,BULL_QUIET,1.088,1.0
2014-01-24,STRESS_UNSTABLE,0.959,0.0
2014-01-27,POST_PANIC_REVERSION,0.983,1.0
2014-01-28,POST_PANIC_REVERSION,1.025,1.0
2014-01-29,POST_PANIC_REVERSION,0.994,1.0
2014-01-30,POST_PANIC_REVERSION,1.005,1.0
2014-01-31,POST_PANIC_REVERSION,0.983,1.0
2014-02-03,STRESS_UNSTABLE,0.939,0.0
2014-02-04,POST_PANIC_REVERSION,0.998,1.0
2014-02-05,POST_PANIC_REVERSION,0.986,1.0
2014-02-06,POST_PANIC_REVERSION,1.033,1.0
2014-02-07,BULL_QUIET,1.069,1.0
2014-02-10,BULL_QUIET,1.069,1.0
2014-02-11,BULL_QUIET,1.085,1.0
2014-02-12,BULL_QUIET,1.094,1.0
2014-02-13,BULL_QUIET,1.096,1.0
2014-02-14,BULL_QUIET,1.118,1.0
2014-02-18,BULL_QUIET,1.097,1.0
2014-02-19,BULL_QUIET,1.051,1.0
2014-02-20,BULL_QUIET,1.063,1.0
2014-02-21,BULL_QUIET,1.065,1.0
2014-02-24,BULL_QUIET,1.089,1.0
2014-02-25,BULL_QUIET,1.134,1.0
2014-02-26,BULL_QUIET,1.109,1.0
2014-02-27,BULL_QUIET,1.113,1.0
2014-02-28,BULL_QUIET,1.129,1.0
2014-03-03,BULL_QUIET,1.058,1.0
2014-03-04,BULL_QUIET,1.113,1.0
2014-03-05,BULL_QUIET,1.135,1.0
2014-03-06,BULL_QUIET,1.114,1.0
2014-03-07,BULL_QUIET,1.125,1.0
2014-03-10,BULL_QUIET,1.125,1.0
2014-03-11,BULL_QUIET,1.105,1.0
2014-03-12,BULL_QUIET,1.111,1.0
2014-03-13,BULL_QUIET,1.056,1.0
2014-03-14,POST_PANIC_REVERSION,1.006,1.0
2014-03-17,BULL_QUIET,1.067,1.0
2014-03-18,BULL_QUIET,1.112,1.0
2014-03-19,BULL_QUIET,1.083,1.0
2014-03-20,BULL_QUIET,1.092,1.0
2014-03-21,BULL_QUIET,1.079,1.0
2014-03-24,BULL_QUIET,1.067,1.0
2014-03-25,BULL_QUIET,1.108,1.0
2014-03-26,BULL_QUIET,1.077,1.0
2014-03-27,BULL_QUIET,1.085,1.0
2014-03-28,BULL_QUIET,1.073,1.0
2014-03-31,BULL_QUIET,1.086,1.0
2014-04-01,BULL_QUIET,1.099,1.0
2014-04-02,BULL_QUIET,1.104,1.0
2014-04-03,BULL_QUIET,1.085,1.0
2014-04-04,BULL_QUIET,1.072,1.0
2014-04-07,POST_PANIC_REVERSION,1.021,1.0
2014-04-08,POST_PANIC_REVERSION,1.043,1.0
2014-04-09,BULL_QUIET,1.073,1.0
2014-04-10,POST_PANIC_REVERSION,1.011,1.0
2014-04-11,POST_PANIC_REVERSION,0.986,1.0
2014-04-14,POST_PANIC_REVERSION,1.014,1.0
2014-04-15,POST_PANIC_REVERSION,1.024,1.0
2014-04-16,BULL_QUIET,1.074,1.0
2014-04-17,BULL_QUIET,1.111,1.0
2014-04-21,BULL_QUIET,1.113,1.0
2014-04-22,BULL_QUIET,1.108,1.0
2014-04-23,BULL_QUIET,1.118,1.0
2014-04-24,BULL_QUIET,1.109,1.0
2014-04-25,BULL_QUIET,1.08,1.0
2014-04-28,BULL_QUIET,1.069,1.0
2014-04-29,BULL_QUIET,1.082,1.0
2014-04-30,BULL_QUIET,1.096,1.0
2014-05-01,BULL_QUIET,1.107,1.0
2014-05-02,BULL_QUIET,1.137,1.0
2014-05-05,BULL_QUIET,1.11,1.0
2014-05-06,BULL_QUIET,1.096,1.0
2014-05-07,BULL_QUIET,1.091,1.0
2014-05-08,BULL_QUIET,1.086,1.0
2014-05-09,BULL_QUIET,1.113,1.0
2014-05-12,BULL_QUIET,1.135,1.0
2014-05-13,BULL_QUIET,1.157,1.0
2014-05-14,BULL_QUIET,1.165,1.0
2014-05-15,BULL_QUIET,1.128,1.0
2014-05-16,BULL_QUIET,1.152,1.0
2014-05-19,BULL_QUIET,1.136,1.0
2014-05-20,BULL_QUIET,1.112,1.0
2014-05-21,BULL_QUIET,1.165,1.0
2014-05-22,BULL_QUIET,1.15,1.0
2014-05-23,BULL_QUIET,1.199,1.0
2014-05-27,BULL_QUIET,1.185,1.0
2014-05-28,BULL_QUIET,1.179,1.0
2014-05-29,BULL_QUIET,1.185,1.0
2014-05-30,BULL_QUIET,1.206,1.0
2014-06-02,BULL_QUIET,1.199,1.0
2014-06-03,BULL_QUIET,1.164,1.0
2014-06-04,BULL_QUIET,1.14,1.0
2014-06-05,BULL_QUIET,1.163,1.0
2014-06-06,BULL_QUIET,1.196,1.0
2014-06-09,BULL_QUIET,1.168,1.0
2014-06-10,BULL_QUIET,1.184,1.0
2014-06-11,BULL_QUIET,1.146,1.0
2014-06-12,BULL_QUIET,1.123,1.0
2014-06-13,BULL_QUIET,1.132,1.0
2014-06-16,BULL_QUIET,1.104,1.0
2014-06-17,BULL_QUIET,1.133,1.0
2014-06-18,BULL_QUIET,1.189,1.0
2014-06-19,BULL_QUIET,1.196,1.0
2014-06-20,BULL_QUIET,1.186,1.0
2014-06-23,BULL_QUIET,1.177,1.0
2014-06-24,BULL_QUIET,1.103,1.0
2014-06-25,BULL_QUIET,1.131,1.0
2014-06-26,BULL_QUIET,1.124,1.0
2014-06-27,BULL_QUIET,1.139,1.0
2014-06-30,BULL_QUIET,1.124,1.0
2014-07-01,BULL_QUIET,1.143,1.0
2014-07-02,BULL_QUIET,1.154,1.0
2014-07-03,BULL_QUIET,1.186,1.0
2014-07-07,BULL_QUIET,1.136,1.0
2014-07-08,BULL_QUIET,1.103,1.0
2014-07-09,BULL_QUIET,1.115,1.0
2014-07-10,BULL_QUIET,1.084,1.0
2014-07-11,BULL_QUIET,1.099,1.0
2014-07-14,BULL_QUIET,1.094,1.0
2014-07-15,BULL_QUIET,1.1,1.0
2014-07-16,BULL_QUIET,1.148,1.0
2014-07-17,POST_PANIC_REVERSION,1.03,1.0
2014-07-18,BULL_QUIET,1.108,1.0
2014-07-21,BULL_QUIET,1.077,1.0
2014-07-22,BULL_QUIET,1.103,1.0
2014-07-23,BULL_QUIET,1.161,1.0
2014-07-24,BULL_QUIET,1.136,1.0
2014-07-25,BULL_QUIET,1.103,1.0
2014-07-28,BULL_QUIET,1.108,1.0
2014-07-29,BULL_QUIET,1.071,1.0
2014-07-30,BULL_QUIET,1.07,1.0
2014-07-31,STRESS_UNSTABLE,0.966,0.0
2014-08-01,POST_PANIC_REVERSION,0.985,1.0
2014-08-04,POST_PANIC_REVERSION,1.046,1.0
2014-08-05,POST_PANIC_REVERSION,1.016,1.0
2014-08-06,POST_PANIC_REVERSION,1.034,1.0
2014-08-07,POST_PANIC_REVERSION,1.034,1.0
2014-08-08,BULL_QUIET,1.058,1.0
2014-08-11,BULL_QUIET,1.108,1.0
2014-08-12,BULL_QUIET,1.111,1.0
2014-08-13,BULL_QUIET,1.151,1.0
2014-08-14,BULL_QUIET,1.162,1.0
2014-08-15,BULL_QUIET,1.097,1.0
2014-08-18,BULL_QUIET,1.129,1.0
2014-08-19,BULL_QUIET,1.129,1.0
2014-08-20,BULL_QUIET,1.168,1.0
2014-08-21,BULL_QUIET,1.151,1.0
2014-08-22,BULL_QUIET,1.178,1.0
2014-08-25,BULL_QUIET,1.16,1.0
2014-08-26,BULL_QUIET,1.179,1.0
2014-08-27,BULL_QUIET,1.182,1.0
2014-08-28,BULL_QUIET,1.173,1.0
2014-08-29,BULL_QUIET,1.191,1.0
2014-09-02,BULL_QUIET,1.18,1.0
2014-09-03,BULL_QUIET,1.164,1.0
2014-09-04,BULL_QUIET,1.15,1.0
2014-09-05,BULL_QUIET,1.165,1.0
2014-09-08,BULL_QUIET,1.137,1.0
2014-09-09,BULL_QUIET,1.099,1.0
2014-09-10,BULL_QUIET,1.136,1.0
2014-09-11,BULL_QUIET,1.147,1.0
2014-09-12,BULL_QUIET,1.13,1.0
2014-09-15,BULL_QUIET,1.103,1.0
2014-09-16,BULL_QUIET,1.167,1.0
2014-09-17,BULL_QUIET,1.156,1.0
2014-09-18,BULL_QUIET,1.183,1.0
2014-09-19,BULL_QUIET,1.187,1.0
2014-09-22,BULL_QUIET,1.115,1.0
2014-09-23,BULL_QUIET,1.076,1.0
2014-09-24,BULL_QUIET,1.147,1.0
2014-09-25,BULL_QUIET,1.061,1.0
2014-09-26,BULL_QUIET,1.079,1.0
2014-09-29,BULL_QUIET,1.053,1.0
2014-09-30,POST_PANIC_REVERSION,1.047,1.0
2014-10-01,BULL_QUIET,1.054,1.0
2014-10-02,BULL_QUIET,1.067,1.0
2014-10-03,BULL_QUIET,1.102,1.0
2014-10-06,BULL_QUIET,1.071,1.0
2014-10-07,POST_PANIC_REVERSION,1.028,1.0
2014-10-08,BULL_QUIET,1.077,1.0
2014-10-09,STRESS_UNSTABLE,0.964,0.0
2014-10-10,STRESS_UNSTABLE,0.938,0.0
2014-10-13,STRESS_UNSTABLE,0.898,0.0
2014-10-14,STRESS_UNSTABLE,0.938,0.0
2014-10-15,STRESS_UNSTABLE,0.907,0.0
2014-10-16,STRESS_UNSTABLE,0.907,0.0
2014-10-17,STRESS_UNSTABLE,0.966,0.0
2014-10-20,BULL_QUIET,1.059,1.0
2014-10-21,BULL_QUIET,1.111,1.0
2014-10-22,BULL_QUIET,1.067,1.0
2014-10-23,BULL_QUIET,1.102,1.0
2014-10-24,BULL_QUIET,1.112,1.0
2014-10-27,BULL_QUIET,1.113,1.0
2014-10-28,BULL_QUIET,1.144,1.0
2014-10-29,BULL_QUIET,1.115,1.0
2014-10-30,BULL_QUIET,1.153,1.0
2014-10-31,BULL_QUIET,1.177,1.0
2014-11-03,BULL_QUIET,1.141,1.0
2014-11-04,BULL_QUIET,1.137,1.0
2014-11-05,BULL_QUIET,1.169,1.0
2014-11-06,BULL_QUIET,1.189,1.0
2014-11-07,BULL_QUIET,1.207,1.0
2014-11-10,BULL_QUIET,1.187,1.0
2014-11-11,BULL_QUIET,1.189,1.0
2014-11-12,BULL_QUIET,1.209,1.0
2014-11-13,BULL_QUIET,1.152,1.0
2014-11-14,BULL_QUIET,1.199,1.0
2014-11-17,BULL_QUIET,1.139,1.0
2014-11-18,BULL_QUIET,1.133,1.0
2014-11-19,BULL_QUIET,1.144,1.0
2014-11-20,BULL_QUIET,1.179,1.0
2014-11-21,BULL_QUIET,1.224,1.0
2014-11-24,BULL_QUIET,1.232,1.0
2014-11-25,BULL_QUIET,1.258,1.0
2014-11-26,BULL_QUIET,1.269,1.0
2014-11-28,BULL_QUIET,1.195,1.0
2014-12-01,BULL_QUIET,1.171,1.0
2014-12-02,BULL_QUIET,1.242,1.0
2014-12-03,BULL_QUIET,1.247,1.0
2014-12-04,BULL_QUIET,1.263,1.0
2014-12-05,BULL_QUIET,1.316,1.0
2014-12-08,BULL_QUIET,1.181,1.0
2014-12-09,BULL_QUIET,1.134,1.0
2014-12-10,POST_PANIC_REVERSION,1.033,1.0
2014-12-11,POST_PANIC_REVERSION,1.032,1.0
2014-12-12,POST_PANIC_REVERSION,0.996,1.0
2014-12-15,POST_PANIC_REVERSION,1.031,1.0
2014-12-16,POST_PANIC_REVERSION,0.98,1.0
2014-12-17,BULL_QUIET,1.051,1.0
2014-12-18,BULL_QUIET,1.099,1.0
2014-12-19,BULL_QUIET,1.12,1.0
2014-12-22,BULL_QUIET,1.153,1.0
2014-12-23,BULL_QUIET,1.212,1.0
2014-12-24,BULL_QUIET,1.201,1.0
2014-12-26,BULL_QUIET,1.183,1.0
2014-12-29,BULL_QUIET,1.147,1.0
2014-12-30,BULL_QUIET,1.132,1.0
2014-12-31,POST_PANIC_REVERSION,1.028,1.0
2015-01-02,BULL_QUIET,1.094,1.0
2015-01-05,POST_PANIC_REVERSION,1.044,1.0
2015-01-06,POST_PANIC_REVERSION,1.014,1.0
2015-01-07,POST_PANIC_REVERSION,1.04,1.0
2015-01-08,BULL_QUIET,1.097,1.0
2015-01-09,BULL_QUIET,1.101,1.0
2015-01-12,POST_PANIC_REVERSION,1.045,1.0
2015-01-13,POST_PANIC_REVERSION,1.035,1.0
2015-01-14,STRESS_UNSTABLE,0.974,0.0
2015-01-15,POST_PANIC_REVERSION,0.987,1.0
2015-01-16,POST_PANIC_REVERSION,1.01,1.0
2015-01-20,POST_PANIC_REVERSION,1.049,1.0
2015-01-21,BULL_QUIET,1.063,1.0
2015-01-22,BULL_QUIET,1.134,1.0
2015-01-23,BULL_QUIET,1.14,1.0
2015-01-26,BULL_QUIET,1.162,1.0
2015-01-27,BULL_QUIET,1.11,1.0
2015-01-28,POST_PANIC_REVERSION,1.049,1.0
2015-01-29,BULL_QUIET,1.066,1.0
2015-01-30,POST_PANIC_REVERSION,1.041,1.0
2015-02-02,BULL_QUIET,1.076,1.0
2015-02-03,BULL_QUIET,1.125,1.0
2015-02-04,BULL_QUIET,1.115,1.0
2015-02-05,BULL_QUIET,1.144,1.0
2015-02-06,BULL_QUIET,1.15,1.0
2015-02-09,BULL_QUIET,1.114,1.0
2015-02-10,BULL_QUIET,1.145,1.0
2015-02-11,BULL_QUIET,1.162,1.0
2015-02-12,BULL_QUIET,1.196,1.0
2015-02-13,BULL_QUIET,1.234,1.0
2015-02-17,BULL_QUIET,1.163,1.0
2015-02-18,BULL_QUIET,1.208,1.0
2015-02-19,BULL_QUIET,1.178,1.0
2015-02-20,BULL_QUIET,1.209,1.0
2015-02-23,BULL_QUIET,1.205,1.0
2015-02-24,BULL_QUIET,1.221,1.0
2015-02-25,BULL_QUIET,1.219,1.0
2015-02-26,BULL_QUIET,1.211,1.0
2015-02-27,BULL_QUIET,1.266,1.0
2015-03-02,BULL_QUIET,1.262,1.0
2015-03-03,BULL_QUIET,1.211,1.0
2015-03-04,BULL_QUIET,1.188,1.0
2015-03-05,BULL_QUIET,1.185,1.0
2015-03-06,BULL_QUIET,1.152,1.0
2015-03-09,BULL_QUIET,1.149,1.0
2015-03-10,BULL_QUIET,1.094,1.0
2015-03-11,BULL_QUIET,1.098,1.0
2015-03-12,BULL_QUIET,1.128,1.0
2015-03-13,BULL_QUIET,1.118,1.0
2015-03-16,BULL_QUIET,1.115,1.0
2015-03-17,BULL_QUIET,1.116,1.0
2015-03-18,BULL_QUIET,1.176,1.0
2015-03-19,BULL_QUIET,1.206,1.0
2015-03-20,BULL_QUIET,1.283,1.0
2015-03-23,BULL_QUIET,1.233,1.0
2015-03-24,BULL_QUIET,1.218,1.0
2015-03-25,BULL_QUIET,1.138,1.0
2015-03-26,BULL_QUIET,1.112,1.0
2015-03-27,BULL_QUIET,1.154,1.0
2015-03-30,BULL_QUIET,1.166,1.0
2015-03-31,BULL_QUIET,1.147,1.0
2015-04-01,BULL_QUIET,1.148,1.0
2015-04-02,BULL_QUIET,1.174,1.0
2015-04-06,BULL_QUIET,1.141,1.0
2015-04-07,BULL_QUIET,1.137,1.0
2015-04-08,BULL_QUIET,1.173,1.0
2015-04-09,BULL_QUIET,1.224,1.0
2015-04-10,BULL_QUIET,1.229,1.0
2015-04-13,BULL_QUIET,1.171,1.0
2015-04-14,BULL_QUIET,1.159,1.0
2015-04-15,BULL_QUIET,1.222,1.0
2015-04-16,BULL_QUIET,1.217,1.0
2015-04-17,BULL_QUIET,1.162,1.0
2015-04-20,BULL_QUIET,1.171,1.0
2015-04-21,BULL_QUIET,1.171,1.0
2015-04-22,BULL_QUIET,1.216,1.0
2015-04-23,BULL_QUIET,1.216,1.0
2015-04-24,BULL_QUIET,1.242,1.0
2015-04-27,BULL_QUIET,1.214,1.0
2015-04-28,BULL_QUIET,1.234,1.0
2015-04-29,BULL_QUIET,1.193,1.0
2015-04-30,BULL_QUIET,1.133,1.0
2015-05-01,BULL_QUIET,1.211,1.0
2015-05-04,BULL_QUIET,1.201,1.0
2015-05-05,BULL_QUIET,1.14,1.0
2015-05-06,BULL_QUIET,1.104,1.0
2015-05-07,BULL_QUIET,1.106,1.0
2015-05-08,BULL_QUIET,1.21,1.0
2015-05-11,BULL_QUIET,1.162,1.0
2015-05-12,BULL_QUIET,1.183,1.0
2015-05-13,BULL_QUIET,1.184,1.0
2015-05-14,BULL_QUIET,1.249,1.0
2015-05-15,BULL_QUIET,1.258,1.0
2015-05-18,BULL_QUIET,1.196,1.0
2015-05-19,BULL_QUIET,1.189,1.0
2015-05-20,BULL_QUIET,1.176,1.0
2015-05-21,BULL_QUIET,1.206,1.0
2015-05-22,BULL_QUIET,1.194,1.0
2015-05-26,BULL_QUIET,1.101,1.0
2015-05-27,BULL_QUIET,1.13,1.0
2015-05-28,BULL_QUIET,1.128,1.0
2015-05-29,BULL_QUIET,1.111,1.0
2015-06-01,BULL_QUIET,1.103,1.0
2015-06-02,BULL_QUIET,1.103,1.0
2015-06-03,BULL_QUIET,1.124,1.0
2015-06-04,BULL_QUIET,1.107,1.0
2015-06-05,BULL_QUIET,1.123,1.0
2015-06-08,BULL_QUIET,1.086,1.0
2015-06-09,BULL_QUIET,1.123,1.0
2015-06-10,BULL_QUIET,1.16,1.0
2015-06-11,BULL_QUIET,1.175,1.0
2015-06-12,BULL_QUIET,1.133,1.0
2015-06-15,BULL_QUIET,1.08,1.0
2015-06-16,BULL_QUIET,1.094,1.0
2015-06-17,BULL_QUIET,1.119,1.0
2015-06-18,BULL_QUIET,1.171,1.0
2015-06-19,BULL_QUIET,1.14,1.0
2015-06-22,BULL_QUIET,1.177,1.0
2015-06-23,BULL_QUIET,1.201,1.0
2015-06-24,BULL_QUIET,1.145,1.0
2015-06-25,BULL_QUIET,1.108,1.0
2015-06-26,BULL_QUIET,1.103,1.0
2015-06-29,POST_PANIC_REVERSION,0.993,1.0
2015-06-30,POST_PANIC_REVERSION,1.013,1.0
2015-07-01,POST_PANIC_REVERSION,1.044,1.0
2015-07-02,BULL_QUIET,1.053,1.0
2015-07-06,BULL_QUIET,1.061,1.0
2015-07-07,BULL_QUIET,1.058,1.0
2015-07-08,STRESS_UNSTABLE,0.979,0.0
2015-07-09,POST_PANIC_REVERSION,0.99,1.0
2015-07-10,BULL_QUIET,1.053,1.0
2015-07-13,BULL_QUIET,1.147,1.0
2015-07-14,BULL_QUIET,1.156,1.0
2015-07-15,BULL_QUIET,1.179,1.0
2015-07-16,BULL_QUIET,1.216,1.0
2015-07-17,BULL_QUIET,1.223,1.0
2015-07-20,BULL_QUIET,1.212,1.0
2015-07-21,BULL_QUIET,1.207,1.0
2015-07-22,BULL_QUIET,1.222,1.0
2015-07-23,BULL_QUIET,1.181,1.0
2015-07-24,BULL_QUIET,1.139,1.0
2015-07-27,BULL_QUIET,1.076,1.0
2015-07-28,BULL_QUIET,1.148,1.0
2015-07-29,BULL_QUIET,1.194,1.0
2015-07-30,BULL_QUIET,1.213,1.0
2015-07-31,BULL_QUIET,1.229,1.0
2015-08-03,BULL_QUIET,1.182,1.0
2015-08-04,BULL_QUIET,1.164,1.0
2015-08-05,BULL_QUIET,1.189,1.0
2015-08-06,BULL_QUIET,1.129,1.0
2015-08-07,BULL_QUIET,1.152,1.0
2015-08-10,BULL_QUIET,1.226,1.0
2015-08-11,BULL_QUIET,1.163,1.0
2015-08-12,BULL_QUIET,1.166,1.0
2015-08-13,BULL_QUIET,1.168,1.0
2015-08-14,BULL_QUIET,1.209,1.0
2015-08-17,BULL_QUIET,1.168,1.0
2015-08-18,BULL_QUIET,1.132,1.0
2015-08-19,BULL_QUIET,1.082,1.0
2015-08-20,POST_PANIC_REVERSION,0.984,1.0
2015-08-21,STRESS_UNSTABLE,0.837,0.0
2015-08-24,STRESS_UNSTABLE,0.764,0.0
2015-08-25,STRESS_UNSTABLE,0.821,0.0
2015-08-26,STRESS_UNSTABLE,0.846,0.0
2015-08-27,STRESS_UNSTABLE,0.952,0.0
2015-08-28,STRESS_UNSTABLE,0.973,0.0
2015-08-31,STRESS_UNSTABLE,0.933,0.0
2015-09-01,STRESS_UNSTABLE,0.94,0.0
2015-09-02,POST_PANIC_REVERSION,1.004,1.0
2015-09-03,POST_PANIC_REVERSION,1.023,1.0
2015-09-04,POST_PANIC_REVERSION,1.01,1.0
2015-09-08,POST_PANIC_REVERSION,1.032,1.0
2015-09-09,POST_PANIC_REVERSION,1.003,1.0
2015-09-10,STRESS_UNSTABLE,1.053,0.0
2015-09-11,STRESS_UNSTABLE,1.064,0.0
2015-09-14,STRESS_UNSTABLE,0.977,0.0
2015-09-15,POST_PANIC_REVERSION,1.026,1.0
2015-09-16,POST_PANIC_REVERSION,1.046,1.0
2015-09-17,POST_PANIC_REVERSION,1.0,1.0
2015-09-18,POST_PANIC_REVERSION,1.041,1.0
2015-09-21,BULL_QUIET,1.072,1.0
2015-09-22,POST_PANIC_REVERSION,1.037,1.0
2015-09-23,POST_PANIC_REVERSION,1.034,1.0
2015-09-24,POST_PANIC_REVERSION,1.0,1.0
2015-09-25,POST_PANIC_REVERSION,1.033,1.0
2015-09-28,STRESS_UNSTABLE,0.955,0.0
2015-09-29,STRESS_UNSTABLE,0.969,0.0
2015-09-30,POST_PANIC_REVERSION,1.01,1.0
2015-10-01,BULL_QUIET,1.057,1.0
2015-10-02,BULL_QUIET,1.079,1.0
2015-10-05,BULL_QUIET,1.092,1.0
2015-10-06,BULL_QUIET,1.113,1.0
2015-10-07,BULL_QUIET,1.126,1.0
2015-10-08,BULL_QUIET,1.153,1.0
2015-10-09,BULL_QUIET,1.162,1.0
2015-10-12,BULL_QUIET,1.191,1.0
2015-10-13,BULL_QUIET,1.16,1.0
2015-10-14,BULL_QUIET,1.154,1.0
2015-10-15,BULL_QUIET,1.211,1.0
2015-10-16,BULL_QUIET,1.241,1.0
2015-10-19,BULL_QUIET,1.192,1.0
2015-10-20,BULL_QUIET,1.181,1.0
2015-10-21,BULL_QUIET,1.165,1.0
2015-10-22,BULL_QUIET,1.188,1.0
2015-10-23,BULL_QUIET,1.209,1.0
2015-10-26,BULL_QUIET,1.177,1.0
2015-10-27,BULL_QUIET,1.176,1.0
2015-10-28,BULL_QUIET,1.221,1.0
2015-10-29,BULL_QUIET,1.219,1.0
2015-10-30,BULL_QUIET,1.221,1.0
2015-11-02,BULL_QUIET,1.231,1.0
2015-11-03,BULL_QUIET,1.202,1.0
2015-11-04,BULL_QUIET,1.181,1.0
2015-11-05,BULL_QUIET,1.183,1.0
2015-11-06,BULL_QUIET,1.218,1.0
2015-11-09,BULL_QUIET,1.141,1.0
2015-11-10,BULL_QUIET,1.179,1.0
2015-11-11,BULL_QUIET,1.149,1.0
2015-11-12,BULL_QUIET,1.098,1.0
2015-11-13,BULL_QUIET,1.075,1.0
2015-11-16,BULL_QUIET,1.1,1.0
2015-11-17,BULL_QUIET,1.084,1.0
2015-11-18,BULL_QUIET,1.141,1.0
2015-11-19,BULL_QUIET,1.156,1.0
2015-11-20,BULL_QUIET,1.224,1.0
2015-11-23,BULL_QUIET,1.193,1.0
2015-11-24,BULL_QUIET,1.175,1.0
2015-11-25,BULL_QUIET,1.197,1.0
2015-11-27,BULL_QUIET,1.147,1.0
2015-11-30,BULL_QUIET,1.146,1.0
2015-12-01,BULL_QUIET,1.198,1.0
2015-12-02,BULL_QUIET,1.152,1.0
2015-12-03,BULL_QUIET,1.11,1.0
2015-12-04,BULL_QUIET,1.227,1.0
2015-12-07,BULL_QUIET,1.177,1.0
2015-12-08,BULL_QUIET,1.14,1.0
2015-12-09,BULL_QUIET,1.073,1.0
2015-12-10,BULL_QUIET,1.073,1.0
2015-12-11,POST_PANIC_REVERSION,1.0,1.0
2015-12-14,POST_PANIC_REVERSION,1.025,1.0
2015-12-15,POST_PANIC_REVERSION,1.043,1.0
2015-12-16,BULL_QUIET,1.096,1.0
2015-12-17,BULL_QUIET,1.076,1.0
2015-12-18,POST_PANIC_REVERSION,1.027,1.0
2015-12-21,BULL_QUIET,1.129,1.0
2015-12-22,BULL_QUIET,1.195,1.0
2015-12-23,BULL_QUIET,1.241,1.0
2015-12-24,BULL_QUIET,1.251,1.0
2015-12-28,BULL_QUIET,1.164,1.0
2015-12-29,BULL_QUIET,1.188,1.0
2015-12-30,BULL_QUIET,1.133,1.0
2015-12-31,BULL_QUIET,1.087,1.0
2016-01-04,BULL_QUIET,1.063,1.0
2016-01-05,BULL_QUIET,1.061,1.0
2016-01-06,POST_PANIC_REVERSION,1.033,1.0
2016-01-07,POST_PANIC_REVERSION,0.985,1.0
2016-01-08,STRESS_UNSTABLE,0.971,0.0
2016-01-11,POST_PANIC_REVERSION,1.018,1.0
2016-01-12,POST_PANIC_REVERSION,1.003,1.0
2016-01-13,POST_PANIC_REVERSION,0.987,1.0
2016-01-14,POST_PANIC_REVERSION,0.982,1.0
2016-01-15,POST_PANIC_REVERSION,0.995,1.0
2016-01-19,POST_PANIC_REVERSION,1.015,1.0
2016-01-20,POST_PANIC_REVERSION,1.008,1.0
2016-01-21,POST_PANIC_REVERSION,1.001,1.0
2016-01-22,BULL_QUIET,1.087,1.0
2016-01-25,POST_PANIC_REVERSION,1.046,1.0
2016-01-26,POST_PANIC_REVERSION,1.035,1.0
2016-01-27,STRESS_UNSTABLE,1.059,0.0
2016-01-28,BULL_QUIET,1.071,1.0
2016-01-29,BULL_QUIET,1.122,1.0
2016-02-01,BULL_QUIET,1.102,1.0
2016-02-02,BULL_QUIET,1.065,1.0
2016-02-03,BULL_QUIET,1.072,1.0
2016-02-04,BULL_QUIET,1.083,1.0
2016-02-05,POST_PANIC_REVERSION,1.047,1.0
2016-02-08,POST_PANIC_REVERSION,0.999,1.0
2016-02-09,POST_PANIC_REVERSION,1.01,1.0
2016-02-10,POST_PANIC_REVERSION,1.016,1.0
2016-02-11,POST_PANIC_REVERSION,0.985,1.0
2016-02-12,POST_PANIC_REVERSION,1.033,1.0
2016-02-16,POST_PANIC_REVERSION,1.037,1.0
2016-02-17,BULL_QUIET,1.056,1.0
2016-02-18,BULL_QUIET,1.072,1.0
2016-02-19,BULL_QUIET,1.111,1.0
2016-02-22,BULL_QUIET,1.116,1.0
2016-02-23,BULL_QUIET,1.07,1.0
2016-02-24,BULL_QUIET,1.078,1.0
2016-02-25,BULL_QUIET,1.111,1.0
2016-02-26,BULL_QUIET,1.103,1.0
2016-02-29,BULL_QUIET,1.09,1.0
2016-03-01,BULL_QUIET,1.146,1.0
2016-03-02,BULL_QUIET,1.166,1.0
2016-03-03,BULL_QUIET,1.167,1.0
2016-03-04,BULL_QUIET,1.164,1.0
2016-03-07,BULL_QUIET,1.147,1.0
2016-03-08,BULL_QUIET,1.127,1.0
2016-03-09,BULL_QUIET,1.131,1.0
2016-03-10,BULL_QUIET,1.147,1.0
2016-03-11,BULL_QUIET,1.18,1.0
2016-03-14,BULL_QUIET,1.148,1.0
2016-03-15,BULL_QUIET,1.148,1.0
2016-03-16,BULL_QUIET,1.233,1.0
2016-03-17,BULL_QUIET,1.256,1.0
2016-03-18,BULL_QUIET,1.279,1.0
2016-03-21,BULL_QUIET,1.276,1.0
2016-03-22,BULL_QUIET,1.253,1.0
2016-03-23,BULL_QUIET,1.225,1.0
2016-03-24,BULL_QUIET,1.239,1.0
2016-03-28,BULL_QUIET,1.201,1.0
2016-03-29,BULL_QUIET,1.247,1.0
2016-03-30,BULL_QUIET,1.248,1.0
2016-03-31,BULL_QUIET,1.224,1.0
2016-04-01,BULL_QUIET,1.26,1.0
2016-04-04,BULL_QUIET,1.22,1.0
2016-04-05,BULL_QUIET,1.192,1.0
2016-04-06,BULL_QUIET,1.226,1.0
2016-04-07,BULL_QUIET,1.167,1.0
2016-04-08,BULL_QUIET,1.193,1.0
2016-04-11,BULL_QUIET,1.162,1.0
2016-04-12,BULL_QUIET,1.21,1.0
2016-04-13,BULL_QUIET,1.247,1.0
2016-04-14,BULL_QUIET,1.257,1.0
