,regime,ratio,position
2026-02-27,BULL_QUIET,1.086,1.0
2026-03-02,POST_PANIC_REVERSION,1.047,1.0
2026-03-03,POST_PANIC_REVERSION,0.999,1.0
2026-03-04,BULL_QUIET,1.054,1.0
2026-03-05,POST_PANIC_REVERSION,1.005,1.0
2026-03-06,STRESS_UNSTABLE,0.935,0.0
2026-03-09,POST_PANIC_REVERSION,0.994,1.0
2026-03-10,POST_PANIC_REVERSION,1.023,1.0
2026-03-11,POST_PANIC_REVERSION,1.031,1.0
2026-03-12,POST_PANIC_REVERSION,0.988,1.0
2026-03-13,POST_PANIC_REVERSION,1.003,1.0
2026-03-16,BULL_QUIET,1.06,1.0
2026-03-17,BULL_QUIET,1.088,1.0
2026-03-18,STRESS_UNSTABLE,1.059,0.0
2026-03-19,STRESS_UNSTABLE,1.062,0.0
2026-03-20,POST_PANIC_REVERSION,1.024,1.0
2026-03-23,POST_PANIC_REVERSION,0.998,1.0
2026-03-24,POST_PANIC_REVERSION,0.986,1.0
2026-03-25,POST_PANIC_REVERSION,1.012,1.0
2026-03-26,POST_PANIC_REVERSION,0.99,1.0
2026-03-27,STRESS_UNSTABLE,0.943,0.0
2026-03-30,STRESS_UNSTABLE,0.952,0.0
2026-03-31,POST_PANIC_REVERSION,1.012,1.0
2026-04-01,POST_PANIC_REVERSION,1.013,1.0
2026-04-02,POST_PANIC_REVERSION,1.036,1.0
2026-04-06,POST_PANIC_REVERSION,1.025,1.0
2026-04-07,POST_PANIC_REVERSION,0.992,1.0
2026-04-08,BULL_QUIET,1.078,1.0
2026-04-09,BULL_QUIET,1.119,1.0
2026-04-10,BULL_QUIET,1.137,1.0
2026-04-13,BULL_QUIET,1.116,1.0
2026-04-14,BULL_QUIET,1.134,1.0
2026-04-15,BULL_QUIET,1.144,1.0
2026-04-16,BULL_QUIET,1.158,1.0
2026-04-17,BULL_QUIET,1.173,1.0
2026-04-20,BULL_QUIET,1.126,1.0
2026-04-21,BULL_QUIET,1.103,1.0
2026-04-22,BULL_QUIET,1.123,1.0
2026-04-23,BULL_QUIET,1.112,1.0
2026-04-24,BULL_QUIET,1.138,1.0
2026-04-27,BULL_QUIET,1.153,1.0
2026-04-28,BULL_QUIET,1.149,1.0
2026-04-29,BULL_QUIET,1.127,1.0
2026-04-30,BULL_QUIET,1.189,1.0
2026-05-01,BULL_QUIET,1.199,1.0
2026-05-04,BULL_QUIET,1.151,1.0
2026-05-05,BULL_QUIET,1.198,1.0
2026-05-06,BULL_QUIET,1.183,1.0
2026-05-07,BULL_QUIET,1.191,1.0
2026-05-08,BULL_QUIET,1.193,1.0
2026-05-11,BULL_QUIET,1.156,1.0
2026-05-12,BULL_QUIET,1.17,1.0
2026-05-13,BULL_QUIET,1.185,1.0
2026-05-14,BULL_QUIET,1.208,1.0
2026-05-15,BULL_QUIET,1.159,1.0
2026-05-18,BULL_QUIET,1.174,1.0
2026-05-19,BULL_QUIET,1.169,1.0
2026-05-20,BULL_QUIET,1.19,1.0
2026-05-21,BULL_QUIET,1.193,1.0
2026-05-22,BULL_QUIET,1.199,1.0
2026-05-26,BULL_QUIET,1.169,1.0
2026-05-27,BULL_QUIET,1.194,1.0
2026-05-28,BULL_QUIET,1.214,1.0
2026-05-29,BULL_QUIET,1.218,1.0
2026-06-01,BULL_QUIET,1.211,1.0
2026-06-02,BULL_QUIET,1.236,1.0
2026-06-03,BULL_QUIET,1.23,1.0
2026-06-04,BULL_QUIET,1.249,1.0
2026-06-05,POST_PANIC_REVERSION,1.014,1.0
2026-06-08,BULL_QUIET,1.099,1.0
2026-06-09,BULL_QUIET,1.072,1.0
2026-06-10,POST_PANIC_REVERSION,1.03,1.0
2026-06-11,BULL_QUIET,1.102,1.0
2026-06-12,BULL_QUIET,1.16,1.0
2026-06-15,BULL_QUIET,1.195,1.0
2026-06-16,BULL_QUIET,1.19,1.0
2026-06-17,BULL_QUIET,1.118,1.0
2026-06-18,BULL_QUIET,1.193,1.0
2026-06-22,BULL_QUIET,1.144,1.0
2026-06-23,BULL_QUIET,1.081,1.0
2026-06-24,BULL_QUIET,1.093,1.0
2026-06-25,BULL_QUIET,1.076,1.0
2026-06-26,STRESS_UNSTABLE,1.093,0.0
2026-06-29,BULL_QUIET,1.107,1.0
2026-06-30,BULL_QUIET,1.155,1.0
2026-07-01,BULL_QUIET,1.155,1.0
2026-07-02,BULL_QUIET,1.179,1.0
2026-07-06,BULL_QUIET,1.206,1.0
2026-07-07,BULL_QUIET,1.179,1.0
2026-07-08,BULL_QUIET,1.151,1.0
2026-07-09,BULL_QUIET,1.199,1.0
2026-07-10,BULL_QUIET,1.236,1.0
2026-07-13,BULL_QUIET,1.145,1.0
2026-07-14,BULL_QUIET,1.17,1.0
2026-07-15,BULL_QUIET,1.207,1.0
2026-07-16,BULL_QUIET,1.166,1.0
2026-07-17,BULL_QUIET,1.094,1.0
2026-07-20,BULL_QUIET,1.094,1.0
2026-07-21,BULL_QUIET,1.149,1.0
2026-07-22,BULL_QUIET,1.174,1.0
2026-07-23,BULL_QUIET,1.102,1.0
2026-07-24,BULL_QUIET,1.104,1.0
2026-07-27,BULL_QUIET,1.082,1.0
2026-07-28,BULL_QUIET,1.091,1.0
2026-07-29,POST_PANIC_REVERSION,1.041,1.0
2026-07-30,BULL_QUIET,1.141,1.0
2026-07-31,BULL_QUIET,1.189,1.0
2026-08-03,BULL_QUIET,1.194,1.0
2026-08-04,BULL_QUIET,1.172,1.0
2026-08-05,BULL_QUIET,1.199,1.0
2026-08-06,BULL_QUIET,1.234,1.0
2026-08-07,BULL_QUIET,1.256,1.0
2026-08-10,BULL_QUIET,1.228,1.0
2026-08-11,BULL_QUIET,1.238,1.0
2026-08-12,BULL_QUIET,1.274,1.0
2026-08-13,BULL_QUIET,1.272,1.0
2026-08-14,BULL_QUIET,1.295,1.0
2026-08-17,BULL_QUIET,1.253,1.0
2026-08-18,BULL_QUIET,1.217,1.0
2026-08-19,BULL_QUIET,1.247,1.0
2026-08-20,BULL_QUIET,1.191,1.0
2026-08-21,BULL_QUIET,1.223,1.0
2026-08-24,BULL_QUIET,1.171,1.0
2026-08-25,BULL_QUIET,1.179,1.0
2026-08-26,BULL_QUIET,1.183,1.0
2026-08-27,BULL_QUIET,1.21,1.0
